Título,Data,Visitas,Votos
Como fazer a somatória de uma coluna de um arquivo e visualizar com .plot(kind = 'bar')?,15/09/17 às 1:58,392.0,1
Por que no Python 0.03 % 0.01 = 0.009999999999999998 e não 0? [duplicada],26/06/18 às 14:28,392.0,4
Como transformar conteúdo de um arquivo em dicionario no Python?,11/12/18 às 4:03,392.0,1
Como alterar as cores de barras individualmente em matplotlib?,6/02/20 às 5:23,391.0,0
Como adicionar licença para meu aplicativo python?,16/01/20 às 13:02,390.0,-1
Referenciando Variáveis em Funções Importadas Python,11/01/20 às 22:34,390.0,1
Ajuda python pegando apenas o ultimo dado da lista,28/04/17 às 2:39,390.0,0
Qual o melhor jeito de raspar o site do Datasus em Python?,15/12/17 às 16:07,389.0,0
Calibração de câmera estereo através do tabuleiro de xadrez em openCV,6/11/18 às 17:22,389.0,5
Interpolação spline em python?,7/11/17 às 12:04,389.0,1
Configurar espaço entre barras usando matplotlib,13/04/20 às 19:56,389.0,2
Python pega o primeiro valor da coluna ao invés do ultimo,19/05/17 às 20:57,389.0,0
Criando data set para sklearn com dataframe pandas,1/07/16 às 17:02,389.0,2
Parametros para um executavel no Python [fechada],17/01/17 às 11:27,388.0,1
Debug mostrando nome e valor da variável?,30/09/18 às 14:27,388.0,1
Importação de módulos com Python,7/08/15 às 0:43,388.0,1
Não consigo instalar o TensorFlow-GPU,1/03/19 às 0:28,388.0,0
Verificação de Acertos Jogo da Forca Python,19/07/18 às 16:56,388.0,0
Achar o segundo maior valor,15/05/19 às 13:16,388.0,0
Lógica de Fila - Python,26/03/17 às 0:15,387.0,2
Python - API 2.0 Zenvia - urllib.error.HTTPError: HTTP Error 400: Bad Request,19/07/16 às 19:12,387.0,0
Fazer if negando um booleano no Python,27/12/19 às 12:15,387.0,7
Notação de ponto em python ( métodos ),14/06/17 às 23:08,386.0,3
PyAutoGUI para teclado virtual [fechada],19/06/19 às 13:18,386.0,0
Como filtrar linhas que possuem uma determinada string?,5/12/19 às 1:51,386.0,0
Passando string para time,29/01/18 às 22:02,385.0,1
Qual a melhor maneira de organizar views no Django?,5/02/15 às 23:52,385.0,2
Criação de menu usando Web2Py?,7/02/14 às 15:39,384.0,0
Django sem visualização de models no admin de usuario comum mesmo tendo permissões e estando no mesmo grupo,3/03/17 às 18:02,384.0,1
Implementação de um Analisador Léxico,28/09/18 às 6:06,384.0,1
Atualizar valores de um gráfico usando Django,8/06/17 às 15:07,383.0,1
Problema com biblioteca PySerial (PYTHON),4/03/18 às 18:48,383.0,0
O que representa o código f = Fernet(key) ao utilizar a biblioteca 'cryptography.fernet'?,6/05/19 às 13:50,383.0,3
Como obter n dia útil do mês?,9/08/19 às 21:27,383.0,-1
Como remover ruidos e linhas de imagem com presença de pelos?,10/11/18 às 23:55,382.0,6
Como fazer para alterar dados utilizando forms.Form no django,16/07/19 às 18:34,382.0,0
Como remover item de lista dentro de loop? [duplicada],21/05/18 às 13:53,382.0,1
"No Python, há algum jeito além de `numpy` e `float('nan')` de obter a constante especial `nan`?",26/11/18 às 18:32,381.0,4
Mysql e python erro ao inserir dados,8/03/19 às 14:59,381.0,0
Como criar módulo python e disponibilizar para qualquer aplicação,17/10/18 às 1:18,381.0,0
Como configurar o ambiente Django e manter as configurações?,18/05/17 às 3:31,381.0,1
Matrizes em python,27/05/18 às 3:05,381.0,0
Problema com estrutura de repetição while,18/06/17 às 1:15,381.0,2
Quicksort em ordem crescente em Python,8/10/17 às 2:25,381.0,1
Como remover todo o texto dentro de um parênteses?,17/05/19 às 17:03,380.0,0
Erro ao processar grandes imagens com o openCV,20/09/17 às 11:42,380.0,3
Error: $http:baddata Bad JSON Data,5/06/17 às 2:26,380.0,1
Loop para rodar scripts python,17/12/19 às 23:05,379.0,0
Como o Python interpreta vários operadores de comparação em sequência? [duplicada],9/06/15 às 14:11,379.0,2
Cálculo do valor máximo para uma expressão de números naturais usando Python,22/03/18 às 22:20,379.0,1
Preciso importar um módulo várias vezes?,16/10/17 às 10:41,379.0,5
Como clonar uma lista com Python 3?,28/08/18 às 17:54,378.0,3
Erro: “can't multiply sequence by non-int of type 'float'”,30/01/19 às 17:20,378.0,-3
Retornar lista de JSONs,27/03/16 às 19:57,378.0,2
retornando índices de listas python,24/07/17 às 15:25,377.0,1
Como fazer potencias de 9 de forma rápida,23/05/18 às 17:48,377.0,1
Como escrever um arquivo __init__ em Python 3?,28/03/19 às 16:52,377.0,4
Gráfico de Machine Learning,1/09/17 às 0:26,377.0,8
Como utilizar diferentes arquivos .kv em uma aplicação com Kivy?,27/09/19 às 11:53,377.0,6
Como acessar um atributo privado em uma classe?,1/04/18 às 20:49,377.0,0
Dados empilhados. Como trabalhar com isso em pandas? [fechada],12/12/18 às 20:46,376.0,1
Imports em python que não são encontrados,12/09/18 às 18:01,376.0,0
Como inserir um caractere no meio da frase,27/02/20 às 16:09,376.0,5
eval vs ast.literal_eval: quais as diferenças?,3/09/18 às 12:37,376.0,8
Como criar os botões maximizar minimizar e fechar no tkinter (Python3),12/10/19 às 15:33,376.0,2
Saber se cliente se encontra conectado no server,27/07/18 às 11:32,376.0,-2
Escolhas do usuário em Tkinter,22/06/14 às 17:12,376.0,0
IndexError: list assignment index out of range,14/01/19 às 23:50,375.0,2
Desvantagens para brasileiros usarem o Google App Engine,22/06/16 às 1:42,375.0,2
AttributeError: 'str' object has no attribute 'confidence',9/06/19 às 17:57,375.0,-2
Converter HTML em PDF e inserir Image com Django,11/01/18 às 16:43,375.0,0
Arredondamentos para cima,26/04/16 às 12:36,375.0,0
Parenteses rectos (colchetes) errados?,6/10/17 às 22:27,375.0,1
Importar CSV para banco Pandas sem converter string para tuple,8/03/18 às 18:24,374.0,2
Como funciona um ataque DDoS?,29/03/19 às 0:25,374.0,10
Como fazer select count(*) com Python e mysql.connector,7/01/16 às 0:25,374.0,3
Como adicionar texto em um QPlainTextEdit(PYQT5),9/05/19 às 18:36,374.0,0
Como pode verificar se número está em intervalo ser tão rápido?,17/04/18 às 1:53,374.0,10
Função remove em uma lista altera elementos em outra Python3,10/07/18 às 23:09,374.0,0
Comentário amarelo no PyCharm ao utilizar o termo “todo”,4/05/19 às 16:41,373.0,1
Desabilitar janelas independentes no Tkinter,22/04/16 às 5:29,373.0,1
Calculo de complexidade BubbleSort,18/03/19 às 13:00,373.0,4
NameError: name 'Janela' is not defined [fechada],28/11/18 às 12:44,373.0,1
Filtrar dados de uma string com expressão regular [duplicada],7/08/17 às 14:34,372.0,0
Como calcular a soma de divisores de forma rápida em Python?,8/06/20 às 18:16,372.0,2
Como obter o conteúdo da célula selecionada no Grid QTableView em Python?,1/09/15 às 23:01,372.0,1
Controlar se um tkinter.Text está vazio,23/09/14 às 22:14,372.0,0
ElementNotVisibleException Selenium,29/11/16 às 13:08,372.0,1
Uma função recursiva pode substituir while e for?,5/03/20 às 20:50,371.0,5
Como copiar arquivos preservando seus metadados?,30/06/18 às 12:00,371.0,0
python não consigo usar o break,16/11/17 às 10:32,371.0,1
Minimo valor de cada coluna array Python,26/11/18 às 1:31,370.0,0
Separando números em listas pares e ímpares - Python,15/07/20 às 15:50,369.0,2
Como converter variável int para string sem eliminar os zeros?,27/10/19 às 22:12,369.0,0
Python selenium não realiza a função send_keys,14/04/20 às 8:22,369.0,-2
Aplicação com login e controle de acesso (Erro: TypeError: 'NoneType' object is not subscriptable),21/11/18 às 8:52,368.0,-1
Como fazer uma mensagem de erro pra essa situação?,12/12/17 às 2:06,368.0,4
Como manipular uma janela windows no python?,14/12/19 às 14:57,368.0,0
Controle de threads para evitar lock,30/03/16 às 14:23,368.0,9
Pegar string dentro de um arquivo de texto usando regex em Python,14/04/19 às 17:59,368.0,2
Django: PostgreSQL local e no Heroku?,5/12/18 às 20:14,368.0,0
Python - Tkinter - Checkbutton dinâmica não pega o valor da variável quando referenciada de outro arquivo/tela,11/07/18 às 1:02,368.0,0
Error “expected an indented block” in my Phyton Calculator [fechada],1/08/17 às 14:45,367.0,-3
ValueError: math domain error,27/11/19 às 2:39,367.0,0
Insert or update PosgreSQL através do Python,12/03/19 às 19:57,367.0,1
Webdriver não abre o navegador,25/12/18 às 13:00,367.0,1
Problema com selenium em python,25/10/18 às 13:37,367.0,1
Contador de objetos por um sensor infra vermelho no Raspberry com Python,17/01/19 às 16:17,367.0,0
Como instalar PIP em arquivo requirements.txt do Odoo,1/12/17 às 3:38,366.0,1
Procurar sequencia de palavras desordenadas de uma lista em um texto,18/10/17 às 12:30,366.0,4
python request iugu retorna status 400,11/09/15 às 16:48,366.0,1
Evitar dados em branco vindos do input,10/02/20 às 16:55,366.0,0
Medir uso da CPU ou Memoria de um programa do windows em Python,17/07/19 às 16:35,366.0,1
Como pegar o índice comparando duas listas de comprimentos diferentes em Python?,6/09/18 às 19:14,366.0,0
"'int' object is not subscriptable, ja testei várias vezes mas sempre que texto recebo essa mensagem",10/06/19 às 15:31,365.0,-2
erro em math.sqrt,2/05/18 às 14:57,365.0,0
Como fazer uma tabela dinâmica em um dataframe Pandas?,13/05/20 às 16:24,365.0,1
Listas em PYTHON,1/04/18 às 3:27,364.0,2
Realizar filtragem de data dentro de uma coluna usando Python,15/03/19 às 18:16,364.0,0
Trabalhar com vários banco de dados a partir do mesmo modelo de classes,23/07/15 às 21:14,364.0,0
Retornar para uma página com formulário preenchido,21/02/19 às 15:57,364.0,1
404 Error Python Django,9/11/16 às 15:54,364.0,2
"Configurar tabela HTML, usando a estrutura 'for' do python django",28/05/19 às 13:00,364.0,-1
Extração de dados na Web com Scrapy,5/07/17 às 2:12,363.0,1
Problema em conversão de data (DD/MM/YYYY para YYYY-MM-DD) com 'pd.to_datetime()' - Python,18/05/20 às 17:42,363.0,-3
Como Usar Form em ListView Django?,19/02/17 às 13:46,363.0,7
Como manter uma tecla pressionar no pyautogui,28/10/17 às 23:55,363.0,1
Resgatar somente 10 primeiros registros de objeto Python,18/07/18 às 14:39,363.0,5
Palavras cruzadas vertical,5/03/16 às 22:00,363.0,2
No Django porque o método is_authenticated sempre retorna True?,19/02/15 às 0:09,363.0,5
Como pegar xpath de elemento no span,25/10/19 às 0:37,362.0,-1
Como fazer uma busca em todos os elementos de um array no MongoDB,26/12/19 às 0:58,362.0,-1
OperationalError: near “?”: syntax error python sqlite3,16/07/18 às 2:57,362.0,0
Python - Ciclo for em alternativa ao ciclo while,12/05/18 às 10:48,361.0,2
Assistente Virtual [fechada],21/03/19 às 16:28,361.0,1
Por que no Python podemos definir um índice de um Dict como um Tuple?,17/06/15 às 15:17,361.0,5
Como o Python trata e representa um array internamente?,22/02/19 às 3:05,361.0,8
Como coletar trechos de um texto com o objeto PageObject da biblioteca PyPDF2?,23/03/19 às 2:06,361.0,0
Erro de implementação de atributo Chatterbot,6/05/19 às 23:02,360.0,0
Problemas com Python3 em conexão com Firebird2.5,12/06/19 às 18:06,360.0,3
Como buscar o resumo em português pela API da wikipedia?,12/07/18 às 19:32,360.0,-2
Classe estacionamento em Python,9/06/18 às 15:35,360.0,0
Como verificar se servidor está disponivel antes do request.urlopen em Python?,2/10/19 às 16:25,360.0,3
Fatorial com múltiplas entradas em Python,18/03/16 às 22:27,360.0,2
Erro: UserWarning: Data Validation extension is not supported and will be removed,31/01/19 às 16:48,360.0,0
Qual componente utilizar no PyQt4 para exibir registros de uma consulta SQL na tela?,30/08/15 às 18:46,359.0,3
Plotar função em PYTHON ou MATLAB [fechada],3/05/19 às 15:27,359.0,0
Por que utilizar duas linguagens server-side no mesmo sistema?,7/01/17 às 13:41,359.0,6
UnicodeDecodeError: 'utf-8' codec can't decode byte 0xd0 in position 0,21/05/20 às 0:29,359.0,-3
Função para criar Coluna,22/08/18 às 14:02,359.0,1
Gráfico em Python não exibe os valores corretamente,28/05/17 às 23:29,359.0,0
Como simplificar o comando if em python?,6/02/19 às 17:09,359.0,3
Numeros primos em letras a-z A-Z em python,28/03/18 às 1:22,359.0,2
Como alterar um atributo numa lista de objetos e escrever essa lista num arquivo,12/01/18 às 2:47,358.0,0
Verificação de variável se o campo não for digitado em Python?,4/10/18 às 19:00,358.0,0
While em lista no python,31/05/19 às 20:55,357.0,-3
Problema ao concatenar arquivos csv,4/04/17 às 14:10,357.0,1
O que seria WSGI?,28/02/19 às 0:12,357.0,3
Request enviando json,9/09/19 às 14:09,357.0,-1
Web Scraping com python,30/08/18 às 3:48,357.0,-2
Erro import matplotlib.pyplot as plt [fechada],17/06/19 às 9:31,356.0,-2
Codigo Python para gerar evento na Agenda Google,24/11/17 às 18:45,356.0,0
Strings em python [fechada],6/03/18 às 14:11,355.0,0
Complexidade algoritmica de map,19/04/16 às 18:17,355.0,5
Como abrir um conteúdo remoto com python?,13/08/15 às 15:26,355.0,4
Calcular quantos NaN em cada horário Python,17/03/17 às 14:34,355.0,1
"Como fazer um espaço amostral utilizando dados de 4,6 e 8 lados?",15/06/17 às 1:06,354.0,3
cv2.error: OpenCV(4.1.0) [fechada],1/05/19 às 17:27,354.0,0
"Significado dessas nomenclaturas em Python e em outras linguagens, se os nomes que forem universais",5/12/17 às 20:20,354.0,3
Adicionar um novo valor à uma lista,23/12/16 às 15:31,353.0,2
"Python, Selenium e PhantomJs",29/04/17 às 13:04,353.0,0
Agrupar três comandos em um só,11/04/19 às 10:41,353.0,1
django.contrib.auth import views || Autenticação de Login e redirecionamento de url,23/01/19 às 12:44,352.0,1
Problema ao instalar Numpy [fechada],24/05/18 às 13:48,352.0,1
Como Python mantém a mesma referência de memória de uma lista após redimensioná-la?,10/10/17 às 15:10,352.0,2
Importar math em python 3.6 (pycharm),30/06/18 às 22:55,352.0,1
Problema para executar arquivo .feature no PyCharm,4/09/17 às 21:16,352.0,2
Quero Aprender a programar [fechada],4/08/15 às 23:48,352.0,1
"Gostaria de saber como eu pego o resultado de um comando no python que é executado no CMD e salvar em uma variável,",26/04/20 às 8:05,351.0,1
como posso fazer uma roleta russa em python simples,3/05/18 às 23:58,351.0,0
return de uma função Python não funciona usando sublime text 2,8/01/19 às 1:04,350.0,1
Com faz para instalar o kivy no ambiente anaconda no mac os x10.9?,20/07/15 às 1:25,350.0,0
Como fazer um loop que compara string com um float em python?,13/07/16 às 13:25,350.0,6
"Problemas com JavaScript, urllib e BeautifulSoup",8/03/15 às 2:09,349.0,2
Como fazer este programa se repetir? [duplicada],2/08/19 às 22:07,349.0,0
Download de pdf com python selenium e chrome,23/10/19 às 13:57,348.0,0
"Como encontrar, verificar e alterar ficheiro?",29/06/15 às 11:21,348.0,3
Como modificar o texto de um botão pressionando o mesmo?,9/10/18 às 20:22,348.0,1
"Como Transformo meus resultados em arquivo txt, excel ou word?",17/05/18 às 4:53,348.0,0
Por que a variável não é modificada?,26/02/18 às 19:00,348.0,4
Gráfico do total de conexões por segundo durante um ataque de negação de serviço,24/05/17 às 14:25,348.0,3
Editar o nome de um arquivo usando Python [duplicada],16/12/19 às 15:08,347.0,2
Como definir uma Tray Icon (ícone na bandeja) numa aplicação PyQt?,11/11/16 às 12:04,346.0,3
module 'cv2.cv2' has no attribute 'COLOR_BRG2GRAY',19/12/18 às 11:13,346.0,1
No module named - Python,29/10/18 às 19:53,345.0,0
Por que o IDLE não termina a execução do programa automaticamente?,16/08/14 às 13:13,345.0,6
Tratamento de Erros Paramiko (Python),12/07/16 às 17:16,345.0,8
Contar itens em uma lista,1/08/19 às 18:05,344.0,1
Python - percorrer uma lista - substituir palavra dentro do word (.docx),23/10/18 às 14:00,344.0,0
Fazer override do decorator do Python mock,8/01/14 às 22:19,344.0,12
Como correr um programa .exe em background usando script python?,26/04/16 às 16:37,344.0,0
Python remover() list index out of range,5/04/17 às 17:14,344.0,3
Ajuda com programa simples de soma usando while,2/10/19 às 3:34,344.0,2
Quando utilizar map() e filter() em Python?,4/10/19 às 17:12,344.0,3
Qual é a diferença de request e request.Session()?,23/03/19 às 23:15,343.0,0
Expressão regular para validar uma senha com Python,29/03/20 às 17:05,342.0,3
Como converter uma string para Data,19/05/19 às 16:24,342.0,0
Acessar funções dentro de classes no kivy + python,28/04/19 às 16:15,342.0,1
Como definir uma função que calcule a menor velocidade?,4/04/16 às 18:26,342.0,2
